date,facility,component_type,component_id,energy_consumption,efficiency_score,utilization,temperature
2025-01-18,Edge Location C,Cooling,C1,106.67,62.1,58.7,20.7
2025-01-18,Edge Location C,Cooling,C2,144.25,60.3,67.1,28.3
2025-01-18,Edge Location C,Cooling,C3,127.02,66.2,51.3,26.6
2025-01-18,Edge Location C,Cooling,C4,135.86,61.7,60.2,22.2
2025-01-18,Edge Location D,Router,R1,44.03,83.7,70.9,21.4
2025-01-18,Edge Location D,Router,R2,46.6,82.2,40.5,19.0
2025-01-18,Edge Location D,Router,R3,57.86,71.6,57.7,23.2
2025-01-18,Edge Location D,Router,R4,47.89,79.0,49.4,22.5
2025-01-18,Edge Location D,Router,R5,47.17,74.0,36.0,19.0
2025-01-18,Edge Location D,Router,R6,44.73,78.4,77.0,26.1
2025-01-18,Edge Location D,Router,R7,51.96,88.7,64.6,23.2
2025-01-18,Edge Location D,Router,R8,41.9,81.4,67.1,27.1
2025-01-18,Edge Location D,Switch,S1,25.08,77.3,71.2,23.8
2025-01-18,Edge Location D,Switch,S2,23.24,79.0,92.8,24.2
2025-01-18,Edge Location D,Switch,S3,26.06,82.7,48.3,22.0
2025-01-18,Edge Location D,Switch,S4,17.93,79.6,91.4,24.5
2025-01-18,Edge Location D,Switch,S5,28.53,78.8,25.9,24.4
2025-01-18,Edge Location D,Switch,S6,26.23,82.3,71.8,30.5
2025-01-18,Edge Location D,Switch,S7,19.38,81.1,83.0,19.6
2025-01-18,Edge Location D,Switch,S8,26.08,79.6,68.9,22.2
2025-01-18,Edge Location D,Switch,S9,23.91,85.8,36.1,20.5
2025-01-18,Edge Location D,Switch,S10,28.15,87.4,52.6,26.1
2025-01-18,Edge Location D,Server,SRV1,60.88,65.2,91.6,21.9
2025-01-18,Edge Location D,Server,SRV2,78.27,86.1,49.8,26.6
2025-01-18,Edge Location D,Server,SRV3,77.54,78.4,82.6,26.4
2025-01-18,Edge Location D,Server,SRV4,78.98,70.4,85.6,21.3
2025-01-18,Edge Location D,Server,SRV5,73.14,72.1,52.8,21.6
2025-01-18,Edge Location D,Server,SRV6,68.28,69.3,81.4,20.3
2025-01-18,Edge Location D,Server,SRV7,85.58,79.7,90.4,25.0
2025-01-18,Edge Location D,Server,SRV8,83.99,72.5,28.5,24.5
2025-01-18,Edge Location D,Server,SRV9,71.74,77.8,74.8,23.0
2025-01-18,Edge Location D,Server,SRV10,71.47,71.3,91.3,25.5
2025-01-18,Edge Location D,Server,SRV11,68.83,67.5,61.3,19.5
2025-01-18,Edge Location D,Server,SRV12,57.78,76.3,60.1,24.1
2025-01-18,Edge Location D,Server,SRV13,83.95,67.3,92.2,25.7
2025-01-18,Edge Location D,Server,SRV14,66.13,75.4,17.2,25.5
2025-01-18,Edge Location D,Server,SRV15,88.94,79.3,43.5,19.0
2025-01-18,Edge Location D,Server,SRV16,85.37,78.9,10.8,26.6
2025-01-18,Edge Location D,Storage,ST1,49.83,71.9,76.1,20.6
2025-01-18,Edge Location D,Storage,ST2,40.05,84.0,22.2,21.1
2025-01-18,Edge Location D,Storage,ST3,37.55,70.4,48.2,24.6
2025-01-18,Edge Location D,Storage,ST4,34.18,77.2,66.2,22.1
2025-01-18,Edge Location D,Storage,ST5,41.19,63.4,78.5,21.0
2025-01-18,Edge Location D,Storage,ST6,43.56,81.4,19.2,27.9
2025-01-18,Edge Location D,Cooling,C1,85.52,61.7,81.7,18.4
2025-01-18,Edge Location D,Cooling,C2,78.12,73.3,32.3,29.7
2025-01-18,Edge Location D,Cooling,C3,128.29,74.4,94.2,25.0
2025-01-18,Edge Location D,Cooling,C4,115.08,58.3,36.0,23.5
2025-01-19,Data Center A,Router,R1,83.52,85.6,22.6,30.6
2025-01-19,Data Center A,Router,R2,88.48,79.9,41.7,21.6
2025-01-19,Data Center A,Router,R3,78.74,85.7,75.4,29.5
2025-01-19,Data Center A,Router,R4,115.92,83.8,49.3,17.2
2025-01-19,Data Center A,Router,R5,81.12,83.7,43.6,21.9
2025-01-19,Data Center A,Router,R6,71.32,75.7,91.2,18.0
2025-01-19,Data Center A,Router,R7,95.02,76.5,26.2,30.1
2025-01-19,Data Center A,Router,R8,89.78,76.8,38.1,19.5
2025-01-19,Data Center A,Switch,S1,46.64,91.2,86.0,27.1
2025-01-19,Data Center A,Switch,S2,39.62,82.0,62.3,25.7
2025-01-19,Data Center A,Switch,S3,54.57,76.2,47.2,14.2
2025-01-19,Data Center A,Switch,S4,60.54,90.5,89.4,26.5
2025-01-19,Data Center A,Switch,S5,50.26,88.0,41.8,26.5
2025-01-19,Data Center A,Switch,S6,51.51,76.0,38.0,24.1
2025-01-19,Data Center A,Switch,S7,48.86,78.6,69.7,22.8
2025-01-19,Data Center A,Switch,S8,59.02,76.3,69.5,20.5
2025-01-19,Data Center A,Switch,S9,41.2,84.9,66.8,21.8
2025-01-19,Data Center A,Switch,S10,50.09,78.7,77.5,20.1
2025-01-19,Data Center A,Server,SRV1,127.72,75.8,11.0,20.8
2025-01-19,Data Center A,Server,SRV2,140.37,70.3,64.6,24.3
2025-01-19,Data Center A,Server,SRV3,142.78,67.8,24.5,24.2
2025-01-19,Data Center A,Server,SRV4,136.63,77.3,44.3,20.1
2025-01-19,Data Center A,Server,SRV5,132.26,81.8,87.6,20.1
2025-01-19,Data Center A,Server,SRV6,112.24,70.0,51.4,30.1
2025-01-19,Data Center A,Server,SRV7,118.69,73.6,71.7,23.3
2025-01-19,Data Center A,Server,SRV8,132.32,70.0,56.8,27.1
2025-01-19,Data Center A,Server,SRV9,116.33,86.5,80.8,25.1
2025-01-19,Data Center A,Server,SRV10,130.24,80.6,51.7,22.8
2025-01-19,Data Center A,Server,SRV11,123.48,66.8,68.8,20.3
2025-01-19,Data Center A,Server,SRV12,107.26,78.4,63.0,26.0
2025-01-19,Data Center A,Server,SRV13,131.48,78.2,91.7,26.1
2025-01-19,Data Center A,Server,SRV14,78.12,86.3,94.8,26.4
2025-01-19,Data Center A,Server,SRV15,143.99,74.3,53.0,27.1
2025-01-19,Data Center A,Server,SRV16,134.14,78.9,17.8,28.4
2025-01-19,Data Center A,Storage,ST1,64.07,82.2,40.3,29.4
2025-01-19,Data Center A,Storage,ST2,76.23,65.3,43.8,27.8
2025-01-19,Data Center A,Storage,ST3,67.21,84.3,73.2,27.0
2025-01-19,Data Center A,Storage,ST4,67.19,79.4,42.8,24.2
2025-01-19,Data Center A,Storage,ST5,82.85,77.4,49.2,25.6
2025-01-19,Data Center A,Storage,ST6,81.03,81.5,11.4,29.4
2025-01-19,Data Center A,Cooling,C1,190.79,64.3,77.9,24.1
2025-01-19,Data Center A,Cooling,C2,142.05,66.6,88.9,27.0
2025-01-19,Data Center A,Cooling,C3,211.54,65.0,33.6,23.4
2025-01-19,Data Center A,Cooling,C4,204.4,71.0,94.6,20.2
2025-01-19,Data Center B,Router,R1,85.74,74.7,57.0,21.8
2025-01-19,Data Center B,Router,R2,74.73,74.6,33.4,21.9
2025-01-19,Data Center B,Router,R3,175.44,82.8,46.6,26.3
2025-01-19,Data Center B,Router,R4,75.59,70.5,69.6,27.5
2025-01-19,Data Center B,Router,R5,83.3,83.6,73.7,18.7
2025-01-19,Data Center B,Router,R6,87.74,81.2,78.4,22.0
2025-01-19,Data Center B,Router,R7,78.28,84.6,18.5,25.5
2025-01-19,Data Center B,Router,R8,83.45,77.8,60.6,24.7
2025-01-19,Data Center B,Switch,S1,46.76,86.3,19.8,29.2
2025-01-19,Data Center B,Switch,S2,46.73,88.4,46.3,24.1
2025-01-19,Data Center B,Switch,S3,32.35,79.6,93.8,25.3
2025-01-19,Data Center B,Switch,S4,49.55,81.2,51.9,23.7
2025-01-19,Data Center B,Switch,S5,40.81,80.2,29.1,22.7
2025-01-19,Data Center B,Switch,S6,31.3,87.1,70.0,28.6
2025-01-19,Data Center B,Switch,S7,47.26,83.5,33.6,24.3
2025-01-19,Data Center B,Switch,S8,48.65,81.5,90.6,22.6
2025-01-19,Data Center B,Switch,S9,54.52,86.2,76.0,24.2
2025-01-19,Data Center B,Switch,S10,42.25,81.3,42.7,20.7
2025-01-19,Data Center B,Server,SRV1,103.27,77.3,36.8,19.0
2025-01-19,Data Center B,Server,SRV2,103.6,71.2,30.0,25.8
2025-01-19,Data Center B,Server,SRV3,105.81,74.7,69.4,29.3
2025-01-19,Data Center B,Server,SRV4,91.59,77.6,39.8,26.4
2025-01-19,Data Center B,Server,SRV5,113.76,75.2,36.0,23.5
2025-01-19,Data Center B,Server,SRV6,57.99,80.2,64.8,20.3
2025-01-19,Data Center B,Server,SRV7,96.25,76.0,40.3,26.5
2025-01-19,Data Center B,Server,SRV8,112.09,74.8,79.8,23.1
2025-01-19,Data Center B,Server,SRV9,113.61,82.6,49.5,28.1
2025-01-19,Data Center B,Server,SRV10,129.51,80.5,52.1,22.5
2025-01-19,Data Center B,Server,SRV11,112.14,75.8,68.0,27.9
2025-01-19,Data Center B,Server,SRV12,99.03,75.4,45.0,23.0
2025-01-19,Data Center B,Server,SRV13,112.37,79.1,28.6,26.4
2025-01-19,Data Center B,Server,SRV14,128.25,74.7,67.7,22.5
2025-01-19,Data Center B,Server,SRV15,109.24,70.8,47.1,25.8
2025-01-19,Data Center B,Server,SRV16,140.04,76.6,32.0,25.9
2025-01-19,Data Center B,Storage,ST1,64.02,84.4,43.1,25.2
2025-01-19,Data Center B,Storage,ST2,75.32,74.5,45.0,25.6
2025-01-19,Data Center B,Storage,ST3,67.37,72.7,52.6,26.4
2025-01-19,Data Center B,Storage,ST4,54.7,84.3,64.7,23.0
2025-01-19,Data Center B,Storage,ST5,131.68,84.8,79.9,23.1
2025-01-19,Data Center B,Storage,ST6,56.61,84.6,21.9,25.2
2025-01-19,Data Center B,Cooling,C1,146.22,64.2,11.3,24.2
2025-01-19,Data Center B,Cooling,C2,192.52,61.6,78.2,19.7
2025-01-19,Data Center B,Cooling,C3,136.64,62.6,16.8,23.0
2025-01-19,Data Center B,Cooling,C4,207.9,61.0,22.1,25.2
2025-01-19,Edge Location C,Router,R1,65.02,82.7,16.6,21.0
2025-01-19,Edge Location C,Router,R2,56.07,79.0,89.4,26.7
2025-01-19,Edge Location C,Router,R3,69.28,72.3,62.6,24.3
2025-01-19,Edge Location C,Router,R4,64.32,71.8,44.1,20.4
2025-01-19,Edge Location C,Router,R5,62.73,86.7,12.2,21.0
2025-01-19,Edge Location C,Router,R6,68.51,86.5,21.6,34.5
2025-01-19,Edge Location C,Router,R7,54.38,71.4,37.0,24.6
2025-01-19,Edge Location C,Router,R8,57.84,79.1,81.7,26.1
2025-01-19,Edge Location C,Switch,S1,30.09,86.6,26.0,21.1
2025-01-19,Edge Location C,Switch,S2,29.62,72.1,49.8,22.0
2025-01-19,Edge Location C,Switch,S3,39.44,77.3,19.2,28.8
2025-01-19,Edge Location C,Switch,S4,30.83,78.0,86.1,24.8
2025-01-19,Edge Location C,Switch,S5,33.71,85.9,77.9,22.9
2025-01-19,Edge Location C,Switch,S6,28.44,86.2,61.7,20.3
2025-01-19,Edge Location C,Switch,S7,32.05,78.2,23.7,18.9
2025-01-19,Edge Location C,Switch,S8,35.44,77.4,12.5,20.0
2025-01-19,Edge Location C,Switch,S9,30.82,82.7,42.6,17.3
2025-01-19,Edge Location C,Switch,S10,34.02,73.2,25.3,23.2
2025-01-19,Edge Location C,Server,SRV1,96.33,76.0,12.8,25.0
2025-01-19,Edge Location C,Server,SRV2,96.22,76.7,35.2,23.9
2025-01-19,Edge Location C,Server,SRV3,90.12,68.6,63.2,26.8
2025-01-19,Edge Location C,Server,SRV4,63.14,79.9,57.5,27.5
2025-01-19,Edge Location C,Server,SRV5,79.12,73.7,85.7,29.5
2025-01-19,Edge Location C,Server,SRV6,84.09,70.5,26.8,20.9
2025-01-19,Edge Location C,Server,SRV7,77.44,72.6,48.7,20.9
2025-01-19,Edge Location C,Server,SRV8,83.53,71.8,77.3,23.5
2025-01-19,Edge Location C,Server,SRV9,87.27,76.3,48.8,22.6
2025-01-19,Edge Location C,Server,SRV10,67.68,75.4,56.2,23.5
2025-01-19,Edge Location C,Server,SRV11,75.15,78.9,94.9,24.9
2025-01-19,Edge Location C,Server,SRV12,97.62,80.9,93.8,27.0
2025-01-19,Edge Location C,Server,SRV13,60.61,76.6,93.2,22.4
2025-01-19,Edge Location C,Server,SRV14,69.72,79.3,13.7,22.8
2025-01-19,Edge Location C,Server,SRV15,100.22,73.0,93.8,25.8
2025-01-19,Edge Location C,Server,SRV16,80.48,78.8,31.2,27.9
2025-01-19,Edge Location C,Storage,ST1,39.85,80.1,40.4,20.8
2025-01-19,Edge Location C,Storage,ST2,50.47,80.1,52.0,20.2
2025-01-19,Edge Location C,Storage,ST3,51.62,76.2,25.8,26.2
2025-01-19,Edge Location C,Storage,ST4,34.15,93.6,21.8,18.2
2025-01-19,Edge Location C,Storage,ST5,63.44,83.2,94.7,24.4
2025-01-19,Edge Location C,Storage,ST6,51.3,71.6,49.4,21.4
2025-01-19,Edge Location C,Cooling,C1,115.41,60.2,13.2,23.2
2025-01-19,Edge Location C,Cooling,C2,117.84,68.8,75.3,27.7
2025-01-19,Edge Location C,Cooling,C3,127.44,65.0,29.9,20.8
2025-01-19,Edge Location C,Cooling,C4,82.49,62.1,44.7,24.2
2025-01-19,Edge Location D,Router,R1,54.19,77.6,64.0,26.9
2025-01-19,Edge Location D,Router,R2,56.42,80.4,72.2,23.0
2025-01-19,Edge Location D,Router,R3,54.4,80.3,22.8,32.1
2025-01-19,Edge Location D,Router,R4,50.08,80.4,71.3,25.9
2025-01-19,Edge Location D,Router,R5,53.43,86.3,23.6,24.6
2025-01-19,Edge Location D,Router,R6,57.35,70.6,38.7,24.7
2025-01-19,Edge Location D,Router,R7,131.74,77.6,93.3,24.0
2025-01-19,Edge Location D,Router,R8,51.89,76.3,29.1,23.8
2025-01-19,Edge Location D,Switch,S1,23.64,82.4,17.5,24.8
2025-01-19,Edge Location D,Switch,S2,31.08,93.3,59.0,24.5
2025-01-19,Edge Location D,Switch,S3,31.69,81.7,78.1,22.2
2025-01-19,Edge Location D,Switch,S4,29.08,83.8,67.6,20.0
2025-01-19,Edge Location D,Switch,S5,31.63,80.1,72.6,23.1
2025-01-19,Edge Location D,Switch,S6,29.57,86.6,38.9,27.2
2025-01-19,Edge Location D,Switch,S7,28.63,81.4,75.8,23.7
2025-01-19,Edge Location D,Switch,S8,26.66,88.1,70.2,21.2
2025-01-19,Edge Location D,Switch,S9,32.91,82.9,34.4,25.8
2025-01-19,Edge Location D,Switch,S10,79.42,87.4,85.0,24.4
2025-01-19,Edge Location D,Server,SRV1,75.9,60.3,48.2,24.5
2025-01-19,Edge Location D,Server,SRV2,74.1,81.7,75.4,25.4
2025-01-19,Edge Location D,Server,SRV3,58.05,67.7,52.5,29.1
2025-01-19,Edge Location D,Server,SRV4,77.56,71.5,34.8,22.6
2025-01-19,Edge Location D,Server,SRV5,48.52,75.5,14.5,17.1
2025-01-19,Edge Location D,Server,SRV6,73.34,66.7,86.8,22.2
2025-01-19,Edge Location D,Server,SRV7,77.55,70.1,55.8,14.7
2025-01-19,Edge Location D,Server,SRV8,129.65,82.3,89.8,20.6
2025-01-19,Edge Location D,Server,SRV9,68.8,72.0,48.7,23.1
2025-01-19,Edge Location D,Server,SRV10,87.49,78.2,53.7,25.0
2025-01-19,Edge Location D,Server,SRV11,58.89,76.4,30.0,26.2
2025-01-19,Edge Location D,Server,SRV12,70.23,71.9,42.6,21.6
2025-01-19,Edge Location D,Server,SRV13,60.84,85.2,58.0,23.4
2025-01-19,Edge Location D,Server,SRV14,70.28,73.2,38.6,23.3
2025-01-19,Edge Location D,Server,SRV15,79.53,79.7,82.5,25.8
2025-01-19,Edge Location D,Server,SRV16,67.82,67.1,18.3,19.1
2025-01-19,Edge Location D,Storage,ST1,33.69,74.4,22.9,22.9
2025-01-19,Edge Location D,Storage,ST2,47.13,76.2,92.6,21.2
2025-01-19,Edge Location D,Storage,ST3,42.01,73.4,89.2,21.4
2025-01-19,Edge Location D,Storage,ST4,31.35,89.1,24.1,21.2
2025-01-19,Edge Location D,Storage,ST5,54.14,75.1,40.4,25.2
2025-01-19,Edge Location D,Storage,ST6,52.65,85.8,81.8,27.4
2025-01-19,Edge Location D,Cooling,C1,118.94,66.5,45.1,28.0
2025-01-19,Edge Location D,Cooling,C2,94.77,57.3,88.6,26.4
2025-01-19,Edge Location D,Cooling,C3,130.28,66.3,39.2,15.2
2025-01-19,Edge Location D,Cooling,C4,139.03,60.4,88.7,21.9
2025-01-20,Data Center A,Router,R1,93.85,78.8,94.9,25.3
2025-01-20,Data Center A,Router,R2,88.65,79.5,60.7,25.4
2025-01-20,Data Center A,Router,R3,120.97,77.5,69.0,24.3
2025-01-20,Data Center A,Router,R4,106.21,73.8,22.5,23.0
2025-01-20,Data Center A,Router,R5,99.83,72.9,41.3,22.8
2025-01-20,Data Center A,Router,R6,112.48,80.1,81.9,24.0
2025-01-20,Data Center A,Router,R7,133.52,76.8,57.8,23.4
2025-01-20,Data Center A,Router,R8,99.08,77.6,73.8,29.4
2025-01-20,Data Center A,Switch,S1,50.13,82.2,80.8,24.5
2025-01-20,Data Center A,Switch,S2,65.23,78.8,24.0,25.4
2025-01-20,Data Center A,Switch,S3,55.85,79.5,94.8,29.0
2025-01-20,Data Center A,Switch,S4,53.28,91.2,94.9,25.3
2025-01-20,Data Center A,Switch,S5,64.41,80.6,68.6,22.3
2025-01-20,Data Center A,Switch,S6,58.75,81.8,73.4,23.5
2025-01-20,Data Center A,Switch,S7,60.9,76.2,77.7,25.9
2025-01-20,Data Center A,Switch,S8,63.44,86.4,25.8,22.2
2025-01-20,Data Center A,Switch,S9,50.09,79.1,68.3,21.0
2025-01-20,Data Center A,Switch,S10,73.18,82.1,44.6,26.7
2025-01-20,Data Center A,Server,SRV1,124.1,76.9,44.5,21.8
2025-01-20,Data Center A,Server,SRV2,135.58,67.3,68.6,32.6
2025-01-20,Data Center A,Server,SRV3,160.61,80.9,35.3,29.8
2025-01-20,Data Center A,Server,SRV4,149.58,84.7,48.1,25.1
2025-01-20,Data Center A,Server,SRV5,164.39,74.9,10.3,28.2
2025-01-20,Data Center A,Server,SRV6,115.79,69.7,24.5,23.8
2025-01-20,Data Center A,Server,SRV7,180.91,81.2,27.2,29.3
2025-01-20,Data Center A,Server,SRV8,138.89,72.6,62.4,26.1
2025-01-20,Data Center A,Server,SRV9,81.95,76.1,81.0,22.2
2025-01-20,Data Center A,Server,SRV10,149.87,74.5,71.1,22.4
2025-01-20,Data Center A,Server,SRV11,166.87,69.2,31.7,28.9
2025-01-20,Data Center A,Server,SRV12,174.22,80.6,93.1,19.4
2025-01-20,Data Center A,Server,SRV13,109.46,68.5,16.5,18.2
2025-01-20,Data Center A,Server,SRV14,167.56,74.3,44.2,24.0
2025-01-20,Data Center A,Server,SRV15,158.18,67.8,52.0,19.0
2025-01-20,Data Center A,Server,SRV16,143.25,78.6,52.4,27.5
2025-01-20,Data Center A,Storage,ST1,86.1,63.5,43.4,34.2
2025-01-20,Data Center A,Storage,ST2,89.18,75.8,45.2,28.4
2025-01-20,Data Center A,Storage,ST3,98.31,68.9,85.6,25.8
2025-01-20,Data Center A,Storage,ST4,93.75,80.4,91.9,24.8
2025-01-20,Data Center A,Storage,ST5,93.46,80.2,28.0,30.5
2025-01-20,Data Center A,Storage,ST6,93.9,78.5,37.8,25.8
2025-01-20,Data Center A,Cooling,C1,184.52,56.9,74.8,26.6
2025-01-20,Data Center A,Cooling,C2,219.85,65.9,43.1,29.5
2025-01-20,Data Center A,Cooling,C3,160.35,66.1,17.9,19.7
2025-01-20,Data Center A,Cooling,C4,528.57,56.5,16.1,29.4
2025-01-20,Data Center B,Router,R1,103.47,82.3,53.4,21.8
2025-01-20,Data Center B,Router,R2,99.74,81.0,27.3,26.3
2025-01-20,Data Center B,Router,R3,94.02,82.5,16.1,31.6
2025-01-20,Data Center B,Router,R4,94.44,81.0,11.5,27.9
2025-01-20,Data Center B,Router,R5,96.91,90.3,94.6,23.1
2025-01-20,Data Center B,Router,R6,108.6,83.3,89.1,21.9
2025-01-20,Data Center B,Router,R7,116.91,75.4,43.7,24.1
2025-01-20,Data Center B,Router,R8,110.65,72.1,37.6,26.6
2025-01-20,Data Center B,Switch,S1,54.41,84.4,33.0,25.4
2025-01-20,Data Center B,Switch,S2,53.18,82.2,43.0,20.3
2025-01-20,Data Center B,Switch,S3,53.05,82.9,83.0,23.7
2025-01-20,Data Center B,Switch,S4,53.23,77.6,30.5,19.3
2025-01-20,Data Center B,Switch,S5,53.24,78.3,77.7,24.6
2025-01-20,Data Center B,Switch,S6,53.77,77.8,56.4,28.1
2025-01-20,Data Center B,Switch,S7,62.31,89.6,17.0,21.3
2025-01-20,Data Center B,Switch,S8,37.4,80.8,41.1,23.4
2025-01-20,Data Center B,Switch,S9,47.03,81.9,75.0,21.7
2025-01-20,Data Center B,Switch,S10,57.15,83.8,73.6,24.1
2025-01-20,Data Center B,Server,SRV1,164.7,76.2,11.3,22.1
2025-01-20,Data Center B,Server,SRV2,147.12,70.7,63.4,26.8
2025-01-20,Data Center B,Server,SRV3,135.74,77.8,19.1,23.6
2025-01-20,Data Center B,Server,SRV4,123.25,78.5,76.7,25.2
2025-01-20,Data Center B,Server,SRV5,120.86,75.4,40.8,20.6
2025-01-20,Data Center B,Server,SRV6,127.09,73.6,40.2,26.1
2025-01-20,Data Center B,Server,SRV7,174.54,77.7,60.4,26.7
2025-01-20,Data Center B,Server,SRV8,123.49,79.1,31.0,26.0
2025-01-20,Data Center B,Server,SRV9,159.17,78.0,24.3,24.5
2025-01-20,Data Center B,Server,SRV10,122.96,73.7,55.6,27.8
2025-01-20,Data Center B,Server,SRV11,124.45,72.5,49.4,25.9
2025-01-20,Data Center B,Server,SRV12,141.55,70.1,94.7,24.8
2025-01-20,Data Center B,Server,SRV13,150.06,76.6,52.7,19.8
2025-01-20,Data Center B,Server,SRV14,143.04,76.1,33.2,22.9
2025-01-20,Data Center B,Server,SRV15,172.24,79.7,79.3,27.2
2025-01-20,Data Center B,Server,SRV16,143.99,73.5,47.6,23.4
2025-01-20,Data Center B,Storage,ST1,81.19,84.9,37.8,26.2
2025-01-20,Data Center B,Storage,ST2,78.51,76.7,90.6,26.2
2025-01-20,Data Center B,Storage,ST3,100.81,82.2,51.9,23.7
2025-01-20,Data Center B,Storage,ST4,79.69,82.7,25.7,21.7
2025-01-20,Data Center B,Storage,ST5,98.3,73.9,72.8,21.1
2025-01-20,Data Center B,Storage,ST6,91.54,74.3,86.5,20.1
2025-01-20,Data Center B,Cooling,C1,165.82,67.8,37.2,27.6
2025-01-20,Data Center B,Cooling,C2,173.44,59.8,11.9,23.0
2025-01-20,Data Center B,Cooling,C3,201.73,63.9,19.6,21.7
2025-01-20,Data Center B,Cooling,C4,258.17,66.6,30.0,27.8
2025-01-20,Edge Location C,Router,R1,79.58,74.2,34.6,21.0
2025-01-20,Edge Location C,Router,R2,65.98,80.0,46.2,28.5
2025-01-20,Edge Location C,Router,R3,66.82,76.0,66.9,29.9
2025-01-20,Edge Location C,Router,R4,54.51,69.4,64.4,22.2
2025-01-20,Edge Location C,Router,R5,91.64,70.2,23.0,29.8
2025-01-20,Edge Location C,Router,R6,69.23,71.7,45.2,23.9
2025-01-20,Edge Location C,Router,R7,68.05,84.9,53.1,26.2
2025-01-20,Edge Location C,Router,R8,65.57,70.7,15.7,24.4
2025-01-20,Edge Location C,Switch,S1,34.58,100.0,73.3,22.1
2025-01-20,Edge Location C,Switch,S2,47.48,73.2,60.8,29.2
2025-01-20,Edge Location C,Switch,S3,32.03,77.0,21.2,22.3
2025-01-20,Edge Location C,Switch,S4,50.38,82.0,69.7,27.9
2025-01-20,Edge Location C,Switch,S5,49.7,89.4,49.3,23.3
2025-01-20,Edge Location C,Switch,S6,34.71,92.6,25.8,27.3
2025-01-20,Edge Location C,Switch,S7,35.9,83.0,66.8,23.2
2025-01-20,Edge Location C,Switch,S8,37.75,80.0,16.4,23.5
2025-01-20,Edge Location C,Switch,S9,34.28,79.2,37.3,22.5
2025-01-20,Edge Location C,Switch,S10,41.08,87.4,61.1,28.0
2025-01-20,Edge Location C,Server,SRV1,118.27,74.9,14.8,25.9
2025-01-20,Edge Location C,Server,SRV2,82.69,74.1,62.2,19.9
2025-01-20,Edge Location C,Server,SRV3,89.76,69.8,90.4,27.3
2025-01-20,Edge Location C,Server,SRV4,112.8,73.3,78.6,18.8
2025-01-20,Edge Location C,Server,SRV5,120.74,74.3,16.1,21.1
2025-01-20,Edge Location C,Server,SRV6,97.82,78.1,92.6,24.8
2025-01-20,Edge Location C,Server,SRV7,78.04,74.9,28.9,24.4
2025-01-20,Edge Location C,Server,SRV8,94.02,69.3,78.5,28.4
2025-01-20,Edge Location C,Server,SRV9,87.68,75.4,91.0,23.5
2025-01-20,Edge Location C,Server,SRV10,93.12,79.6,67.0,21.9
2025-01-20,Edge Location C,Server,SRV11,83.12,77.0,14.0,21.8
2025-01-20,Edge Location C,Server,SRV12,83.72,81.6,47.4,21.9
2025-01-20,Edge Location C,Server,SRV13,110.92,73.0,79.5,21.2
2025-01-20,Edge Location C,Server,SRV14,131.05,75.3,94.2,21.7
2025-01-20,Edge Location C,Server,SRV15,89.33,80.9,75.4,22.5
2025-01-20,Edge Location C,Server,SRV16,115.3,77.5,30.6,28.0
2025-01-20,Edge Location C,Storage,ST1,45.67,80.8,42.9,22.8
2025-01-20,Edge Location C,Storage,ST2,69.71,76.6,62.3,18.2
2025-01-20,Edge Location C,Storage,ST3,62.4,93.7,83.6,26.4
2025-01-20,Edge Location C,Storage,ST4,60.15,81.2,40.1,21.2
2025-01-20,Edge Location C,Storage,ST5,41.82,77.9,79.9,21.9
2025-01-20,Edge Location C,Storage,ST6,67.66,84.7,12.3,22.6
2025-01-20,Edge Location C,Cooling,C1,160.05,64.1,29.3,25.4
2025-01-20,Edge Location C,Cooling,C2,145.43,62.5,80.9,19.3
2025-01-20,Edge Location C,Cooling,C3,168.82,67.8,87.5,21.3
2025-01-20,Edge Location C,Cooling,C4,143.06,70.8,16.9,24.4
2025-01-20,Edge Location D,Router,R1,58.91,82.0,13.4,28.5
2025-01-20,Edge Location D,Router,R2,70.8,79.0,80.8,19.6
2025-01-20,Edge Location D,Router,R3,52.57,73.9,90.7,26.1
2025-01-20,Edge Location D,Router,R4,72.99,78.2,52.6,24.5
2025-01-20,Edge Location D,Router,R5,71.37,76.8,34.3,25.0
2025-01-20,Edge Location D,Router,R6,58.86,71.4,65.3,25.5
2025-01-20,Edge Location D,Router,R7,57.11,84.3,39.6,25.4
2025-01-20,Edge Location D,Router,R8,64.01,75.7,15.4,18.8
2025-01-20,Edge Location D,Switch,S1,34.58,87.2,19.6,24.1
2025-01-20,Edge Location D,Switch,S2,36.97,75.5,61.2,21.5
2025-01-20,Edge Location D,Switch,S3,40.11,81.2,31.4,25.1
2025-01-20,Edge Location D,Switch,S4,30.94,81.3,41.9,24.0
2025-01-20,Edge Location D,Switch,S5,32.61,77.3,47.3,29.1
2025-01-20,Edge Location D,Switch,S6,23.44,79.8,79.8,26.4
2025-01-20,Edge Location D,Switch,S7,24.71,84.9,40.7,20.0
2025-01-20,Edge Location D,Switch,S8,36.66,85.9,13.9,24.4
2025-01-20,Edge Location D,Switch,S9,37.0,79.9,47.1,23.4
2025-01-20,Edge Location D,Switch,S10,28.75,89.0,39.7,26.2
2025-01-20,Edge Location D,Server,SRV1,91.2,76.2,46.2,24.4
2025-01-20,Edge Location D,Server,SRV2,100.29,67.9,71.5,22.7
2025-01-20,Edge Location D,Server,SRV3,90.09,87.4,27.7,23.0
2025-01-20,Edge Location D,Server,SRV4,99.18,76.9,56.6,27.8
